Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
15,0,38,1,193,158,30,2,1,1,25,1448.46,0,269.9166666666667
9,1,36,4,119,276,35,3,2,1,30,1389.76,0,117.08333333333333
0,0,14,0,29,3,2,3,1,1,30,91.08,0,32.46666666666667
10,0,38,1,74,7,17,3,1,1,30,215.56,0,76.91666666666667
6,0,41,0,54,9,16,3,1,2,30,115.48,0,32.21666666666667
6,0,37,1,74,99,34,2,1,1,25,742.59,0,108.8
10,0,14,2,33,18,14,3,1,1,30,152.24,1,32.88333333333333
0,0,34,0,46,159,18,2,1,1,25,820.395,0,38.083333333333336
1,0,33,3,116,296,35,2,2,1,25,1642.095,0,112.91666666666667
34,0,33,6,254,28,97,2,2,1,25,901.53,0,283.0
15,0,36,1,86,29,26,3,1,1,30,279.44,0,66.66666666666667
18,0,39,3,198,178,47,2,1,1,25,1547.46,0,273.1666666666667
7,0,39,0,68,5,38,1,1,1,15,255.255,0,67.88333333333334
3,0,36,0,5,6,5,2,1,2,25,55.26,0,10.383333333333333
24,0,35,0,43,7,4,3,1,2,30,56.12,1,11.0
7,0,37,0,181,141,27,2,1,1,25,1330.92,0,254.91666666666666
28,1,34,0,47,7,15,2,1,2,25,85.14,1,19.083333333333332
1,0,37,0,126,375,40,2,1,1,25,2022.48,0,121.96666666666667
7,0,35,1,33,8,14,3,1,1,30,175.32,0,59.166666666666664
5,0,15,0,26,27,15,2,1,1,25,212.67,0,33.333333333333336
0,0,37,0,14,0,11,2,1,2,25,40.005,0,14.583333333333334
18,0,24,1,226,0,77,2,1,1,25,719.82,0,262.8333333333333
8,0,40,1,64,9,35,2,1,1,25,164.79,0,44.96666666666667
0,0,21,0,28,176,5,2,2,1,25,835.11,0,15.5
9,0,38,0,55,341,26,3,1,1,30,1448.12,0,34.13333333333333
13,0,38,1,83,41,31,3,1,1,30,325.92,0,66.08333333333333
13,0,38,0,64,29,32,3,1,2,30,232.08,0,47.3
15,0,41,3,163,23,51,4,1,1,45,357.325,0,197.16666666666666
0,0,35,0,82,27,30,3,1,1,30,252.4,0,58.8
5,0,11,1,36,201,25,3,1,1,30,969.24,0,68.25
9,0,39,0,61,0,37,1,1,1,15,211.97,0,63.21666666666667
16,0,26,0,35,1,14,2,1,2,25,35.325,1,10.833333333333334
5,0,27,1,66,6,22,3,1,1,30,160.24,0,55.666666666666664
2,0,35,0,76,0,24,2,1,1,25,165.555,0,60.05
14,0,40,2,144,399,45,3,1,1,30,1942.68,0,142.05
19,0,37,2,214,29,32,3,1,1,30,701.76,0,240.5
1,0,4,0,13,0,6,2,1,1,25,67.5,1,24.783333333333335
5,0,36,1,99,21,25,2,1,1,25,378.54,0,103.55
9,0,28,1,45,37,70,5,1,1,55,84.27,0,31.216666666666665
0,0,25,0,29,177,6,2,2,1,25,834.705,0,13.666666666666666
5,0,37,1,130,386,43,3,1,1,30,1859.32,0,129.21666666666667
12,0,34,0,182,149,31,2,1,1,25,1389.24,0,263.1666666666667
5,0,34,0,6,7,2,4,1,2,45,25.275,1,5.083333333333333
5,0,24,0,6,18,2,4,1,2,45,52.775,0,5.083333333333333
0,0,34,0,79,0,26,2,1,1,25,168.165,0,60.96666666666667
6,0,38,1,31,7,8,4,1,1,45,67.6,0,32.88333333333333
0,0,35,0,0,0,0,2,1,2,25,0.0,1,0.0
3,0,38,0,7,0,1,3,1,2,30,10.2,1,4.133333333333334
7,0,40,2,30,17,20,3,1,1,30,198.2,0,53.75
16,0,29,0,31,17,9,3,1,2,30,109.44,0,16.75
24,0,21,3,150,97,46,2,2,1,25,747.36,0,112.63333333333334
6,0,39,1,78,0,27,3,1,1,30,167.52,0,68.5
15,0,30,6,85,0,36,4,1,1,45,253.375,0,167.5
14,0,29,0,30,8,6,3,1,2,30,65.8,0,13.583333333333334
5,0,35,0,18,7,9,2,1,2,25,81.81,0,18.333333333333332
30,1,40,0,59,31,20,3,1,2,30,176.76,1,21.0
25,1,36,0,55,27,22,2,1,2,25,175.05,1,18.916666666666668
5,0,36,0,10,11,4,4,1,2,45,49.575,1,14.55
0,0,37,0,27,4,9,3,1,1,30,78.8,0,25.716666666666665
1,0,32,0,80,178,25,3,1,1,30,975.2,0,108.33333333333333
9,0,39,1,69,10,33,2,1,1,25,187.74,0,51.71666666666667
7,0,11,2,46,222,12,3,1,1,30,1077.64,0,78.25
7,0,39,0,14,7,6,2,1,2,25,72.63,0,15.0
9,0,44,2,66,19,39,2,1,1,25,213.48,0,46.3
2,0,23,0,31,19,63,4,1,1,45,82.975,0,23.133333333333333
3,0,38,0,73,0,10,3,1,1,30,159.52,0,65.25
12,0,40,1,175,7,46,3,1,1,30,598.12,0,234.63333333333333
6,0,16,1,30,25,12,2,1,1,25,200.25,0,32.0
19,0,19,2,144,90,44,2,2,1,25,701.865,0,107.55
11,0,39,3,21,19,4,5,1,1,55,49.11,0,22.55
13,0,20,1,141,86,41,2,2,1,25,667.26,0,101.45
12,0,42,2,48,297,22,4,1,1,45,811.825,0,45.416666666666664
1,0,39,0,41,289,21,3,1,1,30,1247.04,0,37.25
6,0,9,0,125,63,34,1,2,1,15,673.915,0,97.13333333333334
6,0,40,1,32,15,20,3,1,1,30,185.28,0,51.666666666666664
9,0,33,0,76,24,27,2,1,1,25,281.295,0,62.916666666666664
7,0,40,2,30,488,10,3,1,1,30,2079.4,0,52.583333333333336
7,0,38,1,83,2,25,3,1,1,30,191.92,0,75.25
0,0,35,0,41,0,31,1,1,1,15,78.045,0,22.966666666666665
2,0,36,1,62,16,46,1,1,1,15,239.25,0,44.8
14,0,43,2,97,20,32,3,1,1,30,283.88,0,83.33333333333333
4,0,38,0,39,285,18,3,1,1,30,1235.96,0,39.333333333333336
13,0,19,1,173,83,44,5,1,1,55,262.29,0,150.21666666666667
0,0,24,0,14,35,16,4,1,2,45,115.85,0,18.666666666666668
0,0,39,1,4,5,1,5,1,1,55,8.055,0,0.55
5,0,34,1,57,189,36,2,1,1,25,991.44,0,51.25
12,0,30,1,38,27,14,2,1,1,25,178.335,0,20.416666666666668
3,0,37,0,55,179,26,2,1,1,25,927.45,0,44.25
10,0,10,0,165,65,39,4,1,1,45,389.925,0,148.86666666666667
8,0,37,0,59,350,21,3,1,1,30,1492.88,0,37.71666666666667
0,0,36,1,0,0,0,5,1,1,55,0.0,0,0.0
0,0,32,0,6,0,2,2,1,2,25,14.895,0,5.416666666666667
0,0,33,0,27,2,29,3,1,2,30,59.2,1,20.883333333333333
5,0,36,1,28,7,6,4,1,1,45,66.025,0,31.883333333333333
3,0,35,0,69,101,35,2,1,1,25,746.19,0,106.88333333333334
1,0,36,0,25,0,6,3,1,1,30,67.72,0,27.8
4,0,26,0,30,161,7,2,2,1,25,779.85,0,20.0
8,0,39,0,84,36,31,2,1,1,25,330.03,0,60.833333333333336
13,0,45,3,102,208,34,4,1,1,45,699.175,0,117.75
5,0,35,0,54,352,22,2,1,1,25,1683.09,0,35.8
7,1,38,4,118,281,37,2,2,1,25,1586.835,0,117.41666666666667
10,0,41,0,79,16,22,3,1,1,30,249.16,0,75.83333333333333
2,0,34,0,57,0,31,2,1,1,25,175.05,0,63.88333333333333
25,0,30,2,232,0,76,2,1,1,25,728.64,0,266.0
28,0,28,3,238,0,81,2,1,1,25,747.81,0,273.0
23,0,26,2,232,0,79,2,1,1,25,733.815,0,267.9166666666667
7,0,42,2,33,17,12,4,1,1,45,94.65,0,34.21666666666667
6,0,35,1,114,128,38,3,1,1,30,861.36,0,143.66666666666666
0,0,39,0,0,1,0,3,1,2,30,4.0,1,0.0
0,1,7,0,13,0,5,2,1,2,25,53.82,1,19.716666666666665
6,0,43,0,8,17,6,2,1,2,25,94.185,1,6.416666666666667
14,0,35,1,208,22,30,2,1,1,25,743.985,0,235.41666666666666
24,0,35,9,91,7,39,5,1,1,55,170.265,0,176.0
0,0,34,0,21,0,11,3,1,1,30,106.84,0,44.166666666666664
6,0,35,2,158,25,60,3,1,1,30,576.72,0,196.0
7,0,37,0,100,8,10,2,1,1,25,325.035,0,105.38333333333334
8,0,38,1,86,161,24,3,1,1,30,915.04,0,111.5
17,0,34,1,216,42,28,2,1,1,25,863.595,0,246.25
29,1,39,0,55,33,23,3,1,2,30,187.8,1,22.333333333333332
0,0,20,0,29,15,62,4,1,1,45,70.925,0,21.8
0,0,34,0,0,0,0,3,1,1,30,0.0,0,0.0
0,0,38,0,0,0,0,2,1,2,25,0.0,1,0.0
6,0,26,1,42,32,68,4,1,1,45,126.375,0,30.216666666666665
0,0,13,0,20,20,13,2,1,1,25,167.175,0,28.25
13,0,33,2,117,136,39,3,1,1,30,915.08,0,152.66666666666666
0,0,36,0,116,359,43,2,1,1,25,1926.63,0,113.3
10,1,35,0,49,35,29,3,1,2,30,248.88,1,44.55
2,0,44,0,11,15,5,3,1,2,30,73.16,0,5.3
2,0,34,0,142,0,41,3,1,1,30,447.48,0,184.08333333333334
3,0,28,1,13,26,5,4,1,1,45,87.45,0,14.75
2,0,42,0,18,21,12,3,1,2,30,111.32,0,11.083333333333334
12,0,39,1,106,15,12,3,1,1,30,329.36,0,110.46666666666667
0,0,28,0,32,23,17,3,1,2,30,147.68,0,22.666666666666668
0,0,36,0,6,0,1,4,1,2,45,11.1,1,7.3
8,0,38,0,71,5,17,3,1,1,30,197.64,0,72.83333333333333
15,0,43,1,85,23,24,3,1,1,30,289.6,0,80.91666666666667
13,0,36,1,98,26,24,2,1,1,25,383.22,1,96.96666666666667
14,1,41,0,66,47,23,4,1,2,45,185.6,0,44.3
9,0,39,0,30,28,28,2,1,2,25,207.45,0,29.666666666666668
0,0,26,0,10,21,3,4,1,2,45,73.375,0,13.75
13,0,43,2,88,40,29,3,1,1,30,314.52,0,62.916666666666664
5,0,35,0,6,7,2,4,1,2,45,25.275,1,5.083333333333333
2,0,35,0,30,1,4,3,1,1,30,88.12,0,34.55
1,0,35,0,44,331,7,2,1,1,25,1561.14,0,25.8
15,0,42,2,178,12,48,3,1,1,30,620.64,0,235.63333333333333
12,0,25,1,35,21,13,2,1,1,25,162.225,0,24.5
0,0,7,0,0,0,0,2,1,1,25,0.0,1,0.0
12,0,44,2,103,24,18,3,1,1,30,352.24,0,105.05
17,0,40,2,53,46,35,4,1,1,45,182.15,1,43.88333333333333
6,0,42,3,12,21,8,5,1,1,55,42.525,0,12.05
1,0,33,0,52,0,32,1,1,1,15,134.475,0,39.88333333333333
0,0,39,0,7,10,3,4,1,2,45,33.25,1,5.383333333333334
0,0,34,0,2,0,5,2,1,2,25,20.565,0,7.583333333333333
14,0,36,2,126,145,41,3,1,1,30,965.84,0,158.66666666666666
16,0,43,2,68,376,30,3,1,1,30,1620.24,0,47.3
26,0,42,4,227,64,36,3,2,1,30,873.88,0,253.66666666666666
0,0,32,0,16,0,12,3,1,1,30,102.04,0,42.25
0,0,34,0,137,0,45,3,1,1,30,423.48,0,174.16666666666666
5,0,19,0,22,4,7,2,1,1,25,62.415,0,16.083333333333332
30,1,37,4,248,15,86,2,1,1,25,813.735,0,272.25
13,0,41,0,31,28,10,3,1,2,30,182.24,0,28.75
2,0,28,0,29,0,13,2,1,2,25,122.13,1,44.75
10,0,27,1,50,38,68,4,1,1,45,153.2,0,37.96666666666667
13,0,40,3,87,147,43,3,1,1,30,877.0,0,118.96666666666667
7,0,35,1,27,482,9,3,1,1,30,2065.08,0,56.666666666666664
0,0,7,0,34,208,8,3,1,1,30,996.76,0,68.08333333333333
1,0,25,0,15,22,1,4,1,2,45,86.125,0,20.5
2,0,26,0,38,21,65,4,1,1,45,87.9,0,22.966666666666665
0,0,40,0,35,288,20,3,1,1,30,1238.8,0,35.583333333333336
18,0,31,0,41,9,15,2,1,2,25,71.595,1,10.833333333333334
16,0,28,0,25,7,5,2,1,2,25,72.675,0,14.833333333333334
0,0,37,0,14,0,11,2,1,2,25,40.005,1,14.583333333333334
0,0,37,0,117,363,28,2,1,1,25,1949.625,0,115.13333333333334
1,0,37,0,158,0,44,3,1,1,30,528.84,0,217.71666666666667
0,0,25,0,60,0,20,3,1,1,30,123.8,0,50.583333333333336
0,0,39,0,2,5,4,2,1,1,25,25.875,0,1.2166666666666666
0,0,23,0,0,0,0,4,1,2,45,0.0,0,0.0
18,0,22,2,147,93,43,2,2,1,25,712.755,0,106.53333333333333
7,0,15,0,125,57,25,1,2,1,15,622.215,0,91.46666666666667
0,0,23,0,58,3,21,3,1,1,30,140.92,0,52.75
2,0,38,0,49,178,25,2,1,1,25,918.18,0,42.583333333333336
25,0,34,8,97,7,40,5,1,1,55,171.855,0,177.66666666666666
0,0,41,0,0,8,0,2,1,2,25,36.0,1,0.0
8,0,26,2,49,51,83,4,1,1,45,182.925,0,36.13333333333333
4,0,35,0,151,6,45,3,1,1,30,486.24,0,190.08333333333334
11,0,15,4,43,27,16,3,1,1,30,228.84,0,49.63333333333333
3,0,34,0,25,473,4,3,1,1,30,2013.6,0,50.25
9,0,22,0,19,2,6,2,1,2,25,41.355,0,11.666666666666666
10,0,38,0,72,14,20,3,1,1,30,241.28,0,76.0
23,0,38,3,224,45,29,3,1,1,30,786.96,0,249.16666666666666
6,0,27,0,21,29,3,4,1,2,45,111.4,0,25.583333333333332
5,0,38,1,21,7,2,4,1,1,45,52.35,0,22.883333333333333
11,0,34,2,113,133,38,3,1,1,30,893.92,0,148.91666666666666
9,0,41,1,96,20,35,3,1,1,30,251.96,0,70.05
5,0,38,0,40,37,33,3,1,2,30,231.32,1,34.05
0,0,25,0,20,165,8,2,2,1,25,829.035,0,31.716666666666665
9,1,35,0,41,9,16,3,1,2,30,157.24,1,49.833333333333336
5,1,9,1,22,7,7,3,1,1,30,98.2,1,28.883333333333333
13,0,14,0,176,74,38,4,1,1,45,422.825,0,155.61666666666667
12,0,33,0,44,33,32,3,1,2,30,236.68,1,42.88333333333333
2,0,37,0,60,0,17,2,1,1,25,167.4,0,61.0
22,0,34,0,42,0,19,3,1,2,30,23.68,1,9.166666666666666
14,0,29,1,28,15,9,3,1,1,30,91.52,0,12.666666666666666
0,0,30,0,142,0,44,3,1,1,30,452.08,0,186.0
4,0,41,0,22,24,13,3,1,2,30,132.48,0,14.833333333333334
18,0,29,0,32,26,12,3,1,2,30,153.08,0,19.916666666666668
5,0,35,0,6,7,2,2,1,2,25,45.495,1,5.083333333333333
11,0,27,3,77,36,40,3,1,1,30,312.28,0,68.83333333333333
0,0,31,0,19,0,5,3,1,1,30,67.48,0,27.8
19,0,22,2,183,88,43,5,1,1,55,273.3,0,153.95
11,0,13,1,175,87,53,4,1,1,45,452.575,0,153.8
1,1,31,0,32,0,12,2,1,2,25,119.565,1,43.75
0,0,22,0,49,0,17,3,1,1,30,114.16,0,46.75
5,0,42,2,14,19,8,5,1,1,55,37.68,0,9.966666666666667
0,0,31,0,78,169,20,3,1,1,30,923.72,0,101.91666666666667
20,1,34,0,49,20,20,2,1,2,25,129.555,1,13.833333333333334
0,0,34,0,74,147,20,3,1,1,30,834.16,0,101.33333333333333
5,0,35,0,161,0,39,3,1,1,30,550.16,0,226.55
24,1,32,3,233,0,82,2,1,1,25,715.635,0,261.1666666666667
18,1,31,0,41,9,15,2,1,2,25,71.595,1,10.833333333333334
0,0,24,0,33,23,66,4,1,1,45,89.9,0,21.05
7,0,15,2,50,230,16,3,1,1,30,1108.0,0,77.5
2,0,34,1,92,0,24,5,1,1,55,97.08,0,106.33333333333333
0,0,34,0,4,4,2,4,1,2,45,24.3,1,9.466666666666667
3,0,41,1,31,8,7,4,1,1,45,62.475,0,27.8
14,0,36,0,41,7,14,3,1,2,30,156.84,1,53.0
0,0,30,0,72,0,22,2,1,1,25,158.85,0,57.63333333333333
0,0,35,0,81,188,27,3,1,1,30,1010.64,0,106.41666666666667
0,0,36,0,75,161,26,3,1,1,30,878.6,0,96.5
10,0,37,0,51,54,25,3,1,2,30,304.44,0,36.0
0,0,31,0,81,0,5,4,1,1,45,149.025,0,98.0
3,0,36,0,59,0,30,2,1,1,25,169.29,0,61.71666666666667
5,0,30,1,41,40,72,4,1,1,45,142.225,0,27.466666666666665
11,0,38,1,59,182,25,2,1,1,25,960.48,0,51.416666666666664
0,0,35,0,1,0,3,4,1,2,45,12.85,1,8.55
7,0,37,2,25,479,5,3,1,1,30,2045.8,0,53.666666666666664
10,0,44,3,20,26,10,5,1,1,55,52.845,0,15.05
6,1,36,0,49,10,18,3,1,2,30,126.88,0,35.38333333333333
8,0,43,2,96,201,32,3,1,1,30,1078.24,0,112.66666666666667
17,0,35,2,125,141,41,3,1,1,30,942.6,0,155.66666666666666
21,1,28,0,41,8,16,2,1,2,25,80.82,1,15.916666666666666
2,0,38,1,24,10,18,3,1,1,30,157.76,0,48.666666666666664
3,0,20,0,18,1,6,2,1,1,25,38.61,0,12.333333333333334
8,0,33,0,45,23,29,2,1,2,25,253.35,1,54.75
12,0,34,5,77,0,25,4,1,1,45,240.175,0,158.83333333333334
6,0,37,1,56,7,30,2,1,1,25,147.33,0,41.96666666666667
10,0,34,0,80,22,24,3,1,1,30,239.0,0,61.583333333333336
9,1,32,0,40,26,27,3,1,2,30,198.12,1,38.55
16,0,21,1,145,93,46,2,2,1,25,710.685,0,105.8
23,0,33,0,47,16,17,2,1,2,25,117.09,1,15.916666666666666
0,0,30,0,153,0,36,3,1,1,30,534.44,0,220.13333333333333
13,0,34,0,60,358,25,2,1,1,25,1737.81,0,45.96666666666667
17,0,28,0,36,18,7,3,1,2,30,129.84,0,23.5
15,0,28,2,44,58,19,2,1,1,25,337.005,0,27.416666666666668
28,0,43,10,105,16,45,5,2,1,55,186.675,0,179.0
0,0,29,0,34,23,14,3,1,2,30,149.56,0,23.416666666666668
6,0,36,2,87,16,38,3,1,1,30,259.88,0,80.16666666666667
16,0,18,2,147,117,46,2,2,1,25,825.975,0,108.46666666666667
18,0,30,0,35,0,11,2,1,2,25,25.65,1,8.916666666666666
9,0,40,1,162,22,52,4,1,1,45,350.175,0,194.08333333333334
17,0,38,8,89,4,44,4,2,1,45,267.475,0,170.16666666666666
0,0,24,0,5,23,4,4,1,2,45,75.375,0,11.833333333333334
1,0,38,0,57,0,30,1,1,1,15,124.3,0,36.71666666666667
5,0,37,0,48,157,25,2,1,1,25,815.535,0,39.583333333333336
18,0,36,2,218,38,27,3,1,1,30,746.52,0,244.08333333333334
6,0,21,0,15,0,1,2,1,2,25,20.475,0,7.333333333333333
6,0,34,1,67,97,32,2,1,1,25,733.725,0,108.96666666666667
9,0,23,1,40,46,21,3,1,1,30,272.8,0,36.333333333333336
0,0,33,0,69,0,18,3,1,1,30,163.96,0,67.16666666666667
8,0,43,1,101,15,13,3,1,1,30,300.76,0,98.63333333333334
10,0,39,1,72,33,39,1,1,1,15,422.675,0,71.88333333333334
17,0,27,1,229,0,76,2,1,1,25,717.255,0,261.8333333333333
0,0,38,0,48,0,18,1,1,1,15,101.255,0,29.883333333333333
0,0,35,0,71,0,28,2,1,1,25,138.555,0,50.13333333333333
9,0,27,0,39,7,66,4,1,1,45,62.425,0,29.3
0,0,12,1,36,19,15,3,1,1,30,176.96,0,41.46666666666667
16,0,39,1,82,7,26,3,1,1,30,189.88,0,66.08333333333333
1,0,35,0,19,0,2,3,1,1,30,62.88,0,25.883333333333333
0,0,32,0,23,0,2,3,1,1,30,64.44,0,26.466666666666665
15,0,42,2,89,126,44,2,1,1,25,895.14,0,120.05
23,0,41,9,99,9,43,5,2,1,55,171.51,0,173.91666666666666
6,0,35,0,179,145,28,2,1,1,25,1354.68,0,257.0833333333333
9,0,31,3,116,270,34,2,2,1,25,1547.37,0,121.16666666666667
3,0,17,0,31,29,12,2,1,1,25,226.395,0,35.0
19,0,38,3,132,152,43,3,1,1,30,1006.28,0,163.75
5,0,37,0,6,7,2,2,1,2,25,45.495,1,5.083333333333333
4,0,39,0,171,4,47,3,1,1,30,568.76,0,227.46666666666667
5,0,39,0,123,370,30,3,1,1,30,1773.44,0,120.21666666666667
5,0,32,0,6,7,2,3,1,2,30,40.44,1,5.083333333333333
22,0,38,4,114,54,41,3,1,1,30,489.48,0,112.05
0,0,34,0,0,0,0,5,1,1,55,0.0,0,0.0
10,0,32,3,120,268,31,3,2,1,30,1364.4,0,119.83333333333333
10,0,39,2,93,202,31,3,1,1,30,1091.52,0,116.58333333333333
0,0,37,0,84,6,31,2,1,1,25,192.465,0,59.88333333333333
25,0,35,3,242,8,84,2,1,1,25,768.24,0,267.1666666666667
32,0,45,5,237,69,35,3,2,1,30,903.28,0,257.4166666666667
16,0,41,3,84,120,41,2,1,1,25,862.515,0,118.05
8,0,36,3,109,53,28,5,1,1,55,189.21,0,120.08333333333333
17,0,46,2,185,22,52,3,1,1,30,668.92,0,238.96666666666667
5,0,40,0,19,11,7,3,1,2,30,77.76,0,13.75
2,0,33,0,125,374,39,2,1,1,25,2022.885,0,123.8
13,0,32,6,84,0,38,4,1,1,45,253.85,0,167.83333333333334
10,0,44,3,35,500,14,4,1,1,45,1337.875,0,58.0
11,0,39,2,80,106,36,2,1,1,25,788.085,0,113.88333333333334
27,0,37,9,104,9,42,5,2,1,55,182.235,0,185.75
3,0,39,1,17,5,13,2,1,1,25,65.34,0,15.583333333333334
6,0,29,0,86,11,21,2,1,1,25,301.455,1,91.88333333333334
0,0,29,0,138,0,39,3,1,1,30,441.52,0,181.66666666666666
7,0,17,3,40,13,21,3,1,1,30,151.48,0,40.78333333333333
17,0,36,6,83,0,27,4,1,1,45,247.95,0,163.91666666666666
8,0,35,1,115,137,41,3,1,1,30,905.0,0,146.83333333333334
13,0,46,2,74,24,41,2,1,1,25,244.44,0,49.3
3,0,24,1,43,44,81,4,1,1,45,157.65,0,31.05
4,0,41,2,88,196,30,3,1,1,30,1050.72,0,109.66666666666667
26,1,35,0,52,14,16,3,1,2,30,100.88,1,17.833333333333332
11,0,38,0,57,10,17,3,1,2,30,141.6,0,41.38333333333333
7,0,35,0,57,354,22,2,1,1,25,1703.25,0,39.88333333333333
11,0,37,3,106,26,26,5,1,1,55,147.84,0,119.16666666666667
16,0,38,1,71,367,24,3,1,1,30,1597.36,0,52.71666666666667
0,0,28,0,0,0,0,3,1,2,30,0.0,1,0.0
6,0,40,0,62,4,37,2,1,1,25,199.575,0,66.21666666666667
6,0,36,0,18,10,6,3,1,2,30,78.12,0,15.583333333333334
23,0,38,3,222,52,32,3,1,1,30,812.68,0,248.25
0,0,20,0,0,6,0,4,1,2,45,15.0,0,0.0
1,0,11,2,31,13,12,3,1,1,30,147.96,0,39.46666666666667
5,0,37,1,6,7,2,5,1,1,55,15.165,0,5.083333333333333
9,0,39,1,27,458,6,3,1,1,30,1964.48,0,54.75
1,0,35,0,43,29,17,3,1,2,30,176.72,0,24.583333333333332
0,1,27,0,25,0,8,2,1,2,25,110.25,1,40.416666666666664
7,0,33,1,150,7,43,4,1,1,45,309.0,0,191.83333333333334
14,0,40,2,90,18,30,3,1,1,30,276.0,0,83.5
9,0,41,3,39,522,14,4,1,1,45,1393.85,0,58.583333333333336
6,0,32,0,72,17,22,2,1,1,25,237.915,0,58.583333333333336
1,0,32,0,80,0,24,2,1,1,25,167.31,0,60.63333333333333
0,1,35,0,0,0,0,2,1,2,25,0.0,1,0.0
4,0,36,0,132,385,41,2,1,1,25,2094.525,0,131.88333333333333
4,0,33,0,35,2,14,2,1,2,25,131.4,1,44.75
3,0,34,0,48,177,24,2,1,1,25,918.585,0,44.416666666666664
9,1,36,0,44,34,31,3,1,2,30,228.48,1,37.8
0,0,37,0,2,2,2,2,1,2,25,20.7,0,4.3
5,0,37,0,44,286,16,3,1,1,30,1256.36,0,46.083333333333336
1,0,38,0,55,0,33,1,1,1,15,121.165,0,35.8
5,0,42,1,41,295,22,3,1,1,30,1279.24,0,40.666666666666664
5,0,20,1,31,26,13,3,1,1,30,177.64,0,30.166666666666668
8,0,36,1,159,12,45,3,1,1,30,529.16,0,197.83333333333334
4,0,38,1,30,0,5,4,1,1,45,45.325,0,29.716666666666665
0,0,20,0,47,0,16,3,1,1,30,111.48,0,45.666666666666664
7,1,7,1,23,7,5,3,1,1,30,97.44,1,28.55
7,0,26,0,61,7,21,3,1,1,30,167.04,0,56.916666666666664
0,0,35,0,27,246,12,3,1,1,30,1062.68,0,32.333333333333336
3,0,28,0,15,19,2,4,1,2,45,71.375,0,15.666666666666666
6,0,41,0,47,296,23,3,1,1,30,1287.48,0,42.333333333333336
21,0,38,1,215,33,17,3,1,1,30,722.2,0,242.33333333333334
20,0,41,2,112,44,31,2,1,1,25,486.675,0,105.05
9,0,40,0,48,42,35,3,1,2,30,258.84,1,37.05
7,0,40,2,32,481,7,3,1,1,30,2053.68,0,53.5
13,0,41,2,83,44,23,3,1,1,30,370.92,0,79.83333333333333
13,0,44,2,177,17,50,3,1,1,30,641.4,0,235.96666666666667
6,0,37,0,25,7,4,3,1,1,30,103.32,0,30.966666666666665
0,0,32,0,31,268,12,3,1,1,30,1152.24,0,32.916666666666664
11,1,33,1,90,15,19,2,1,1,25,325.26,1,93.96666666666667
9,0,38,1,58,173,22,2,1,1,25,911.385,0,48.25
3,0,37,0,30,11,19,3,1,1,30,166.0,0,50.333333333333336
0,0,31,0,90,0,17,4,1,1,45,159.5,0,104.83333333333333
25,0,34,3,221,46,28,3,1,1,30,800.24,0,253.08333333333334
5,0,27,1,64,13,25,3,1,1,30,185.96,0,54.75
5,0,28,0,16,28,5,4,1,2,45,98.65,0,18.833333333333332
15,0,29,0,38,4,13,2,1,2,25,46.26,1,9.833333333333334
4,0,39,1,71,111,39,2,1,1,25,794.88,0,108.21666666666667
0,0,34,0,0,6,0,5,1,1,55,9.0,0,0.0
8,0,43,2,37,15,9,4,1,1,45,87.75,0,32.88333333333333
12,0,37,0,46,7,15,3,1,2,30,154.04,1,51.75
4,0,38,0,94,0,9,3,1,1,30,232.88,0,95.46666666666667
8,0,35,1,186,164,43,2,1,1,25,1456.47,0,263.0
1,0,35,1,9,5,1,5,1,1,55,18.78,0,12.383333333333333
6,0,36,1,173,14,57,3,1,1,30,625.64,0,234.46666666666667
0,0,34,1,29,14,19,3,1,1,30,135.68,0,32.71666666666667
29,0,38,5,235,75,47,3,1,1,30,939.0,0,262.3333333333333
7,0,36,1,110,119,43,3,1,1,30,816.6,0,140.08333333333334
11,0,29,0,27,36,5,4,1,2,45,136.675,0,30.666666666666668
0,0,34,0,30,273,14,3,1,1,30,1173.0,0,33.25
6,1,36,0,51,3,15,3,1,2,30,101.16,0,36.3
30,0,41,5,237,93,38,3,1,1,30,1003.88,0,259.3333333333333
11,0,28,1,46,46,73,5,1,1,55,100.635,0,34.38333333333333
2,0,36,0,77,0,23,3,1,1,30,171.48,0,70.16666666666667
33,0,35,5,247,12,84,2,2,1,25,804.915,0,274.0
20,0,37,3,225,79,34,3,1,1,30,923.0,0,249.16666666666666
1,0,33,0,41,136,17,2,1,1,25,720.045,0,39.333333333333336
12,1,32,0,96,16,20,2,1,1,25,334.53,1,95.63333333333334
7,0,35,0,58,176,21,2,1,1,25,937.935,0,53.083333333333336
16,0,13,1,137,77,38,2,2,1,25,642.375,0,107.3
5,0,39,3,16,43,8,5,1,1,55,76.11,0,12.633333333333333
9,0,43,2,89,10,26,3,1,1,30,224.16,0,75.25
0,0,35,0,0,0,0,4,1,1,45,0.0,0,0.0
0,0,31,0,71,0,22,3,1,1,30,171.24,0,70.16666666666667
1,0,36,0,24,478,6,3,1,1,30,2034.36,0,50.583333333333336
14,1,39,0,54,7,15,3,1,2,30,127.28,0,40.46666666666667
7,0,43,3,16,19,5,5,1,1,55,38.385,0,10.716666666666667
23,0,18,2,188,88,42,5,1,1,55,284.025,0,165.78333333333333
